UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
507,L0507,M,296.3937206474881,309.90453575291093,1410.7212484508116,37.37253252313496,167,1,0,1,0,0,0
508,H0508,M,296.831728113989,308.2237536665335,1551.3614464231096,24.041060314258864,299,0,0,0,0,0,0
509,M0509,H,300.534253302023,309.91940025070323,1503.4713748752563,32.60971341976767,217,0,0,0,0,0,0
510,L0510,L,301.0174500464599,309.16694394299924,1303.1495786561945,46.523303381766794,221,1,0,0,0,0,0
511,H0511,M,296.83761859593574,310.9153902755602,1565.497558422169,54.273053642892165,160,0,0,0,0,0,0
512,M0512,H,301.79007662815224,309.45045972540447,1581.079864559171,35.8056524734145,15,1,1,0,0,0,1
513,H0513,L,299.0338778966331,309.88323408420473,1400.6137325165146,47.56488354316098,277,0,0,0,0,0,0
514,L0514,H,300.2935860239711,309.3644421585956,1542.019154289499,20.85939929412533,56,0,0,0,0,0,0
515,L0515,M,303.22444125651083,311.7388513518533,1414.3501762590802,46.594512411136115,61,0,0,0,0,0,0
516,L0516,L,301.79367863173104,309.6787572338821,1509.7670376748335,31.960515852725187,241,1,1,1,0,1,0
517,H0517,L,299.46293870418833,311.8325570434792,1373.5501593045035,43.0734561670797,89,0,0,0,0,0,0
518,H0518,M,298.2176155491694,310.8141517621183,1320.6893547465424,37.52247581760291,71,0,0,0,0,0,0
519,L0519,L,295.69636919734137,310.4820667273354,1461.718281038703,53.20414009783834,29,0,0,0,0,0,0
520,H0520,M,298.56169336151515,310.3687331473175,1487.6271053725163,31.25564351660082,287,0,0,0,0,0,0
521,L0521,L,299.5777395223446,310.39379729821627,1460.2320306385395,46.27606297561831,85,0,0,0,0,0,0
522,L0522,M,298.02564094569766,308.0723274206544,1381.596944177744,37.20492536703466,233,1,1,0,0,1,0
523,M0523,L,299.7374860658154,309.72111660584926,1460.0100937868863,38.41694521990336,234,0,0,0,0,0,0
524,H0524,H,300.15370376591756,310.84515797118434,1526.9294752580734,38.1614610684079,264,0,0,0,0,0,0
525,L0525,H,299.55028803638385,309.9511028165259,1495.5106969877463,31.54326895505887,286,0,0,0,0,0,0
526,L0526,H,298.69999483835306,308.5948101531964,1518.2501030599212,39.85901034093328,268,1,0,0,0,1,0
527,H0527,M,300.33730934393344,309.94759554942254,1432.9884799545766,39.37351777878178,185,0,0,0,0,0,0
528,M0528,L,300.8838812991388,311.7041055162555,1617.171791471616,42.41240248406729,130,0,0,0,0,0,0
529,M0529,M,297.8192018451143,311.24689171553473,1382.382666344522,40.84505145692862,290,0,0,0,0,0,0
530,L0530,L,302.82186475949254,309.93799599063396,1548.7560297086718,47.97994549612236,276,1,1,0,0,0,0
531,H0531,L,299.8028237354315,310.9514492770581,1618.189109295996,49.235086160473685,179,0,0,0,0,0,0
532,M0532,L,300.0376992458897,309.63349297963197,1548.0908092748896,29.493766781721988,289,1,0,0,0,1,0
533,H0533,L,301.4164288465131,308.2961284131733,1479.747577293517,48.68772500590771,162,0,0,0,0,0,0
534,H0534,M,300.466432262527,309.07553401187045,1447.1702953337021,28.136635728901457,270,0,0,0,0,0,0
535,L0535,M,301.90627326782646,311.5628887685082,1603.6087651046255,45.87855888137735,95,0,0,0,0,0,0
536,M0536,L,300.57424833040363,309.7260069181707,1357.7025074738326,46.197387847028686,261,0,0,0,0,0,0
537,L0537,L,298.7751252507191,309.75661602062496,1402.9875739620356,20.886831083374958,287,0,0,0,0,0,0
538,M0538,H,300.7230070504122,309.7001618037251,1460.2442234508278,40.9297924652941,82,0,0,0,0,0,0
539,M0539,L,297.71254758535866,311.904136589573,1623.7653757511998,35.31503886639684,224,0,0,0,0,0,0
540,M0540,L,300.217119411553,311.62595891536205,1537.9767636040897,32.41234742064625,222,1,0,0,0,0,0
541,M0541,L,299.9335400187111,312.2187802334481,1403.1954241489755,53.50852330699006,117,0,0,0,0,0,0
542,M0542,M,299.58376628545494,309.84095478959995,1468.9692294615097,33.46320859362581,191,0,0,0,0,0,0
543,H0543,M,299.74292497712213,310.2956244887471,1438.5676855903705,31.9362307088195,78,0,0,0,0,0,0
544,L0544,L,296.23630190900474,308.4833574505792,1429.0211007766466,40.756949400050935,77,0,0,0,0,0,0
545,H0545,L,298.9025501845181,311.47693442611825,1597.888955855678,46.85589746298416,146,0,0,0,0,0,0
546,M0546,M,300.18568980228224,308.8322204487321,1362.8256870736495,38.58351413989873,106,0,0,0,0,0,0
547,L0547,M,300.3197127839948,310.2167755637626,1660.8780855734374,51.663705456692526,270,1,1,0,0,0,0
548,M0548,L,297.94464971814807,308.90269747236715,1582.8229690184623,45.30975661964091,243,1,0,0,0,0,0
549,L0549,H,302.5314156817294,309.4111331732613,1609.08616706037,18.217886802685697,72,0,0,0,0,0,0
550,H0550,L,298.267650303571,309.1627375689503,1453.706048797474,34.70533036492992,25,0,0,0,0,0,0
551,L0551,L,301.93891440105347,309.3921247393242,1485.005928092089,34.38157900648301,209,0,0,0,0,0,0
552,L0552,H,300.8543887237434,309.46087729685104,1356.6848185475287,44.79360953429422,91,0,0,0,0,0,0
553,L0553,L,298.7075453803124,309.4517312050749,1447.5337592933197,13.75182943625888,124,0,0,0,0,0,0
554,L0554,M,303.55062178521905,310.8333339117803,1549.3654847643152,65.49009708717722,72,0,0,0,0,0,0
555,L0555,L,297.612726336487,308.8951372069375,1629.6063061781397,45.3102609489421,122,0,0,0,0,0,0
556,M0556,L,301.83830834722,310.22054142701387,1389.284318319755,41.48876803917691,183,0,0,0,0,0,0
557,L0557,H,302.00116463608595,311.2179591523056,1463.4494063014733,51.81567716419146,186,0,0,0,0,0,0
558,L0558,L,298.6587595818467,309.4868036354866,1484.8700779767478,63.436540528126244,197,0,0,0,0,0,0
559,H0559,H,302.78493060012863,309.2820811092524,1360.4210797807514,48.70746644588403,77,0,0,0,0,0,0
560,L0560,L,299.4999069708021,309.76947537481976,1559.13492417584,49.4881309647162,185,0,0,0,0,0,0
561,H0561,L,300.5773872585597,311.1797252083607,1427.600966825739,41.30690024464382,252,1,1,1,0,0,0
562,M0562,L,300.52064367754247,310.19410763095334,1480.4609648822975,38.58474246633052,12,0,0,0,0,0,0
563,L0563,M,299.73138251705893,309.4687857053924,1454.8050628088122,35.24204555995099,298,0,0,0,0,0,0
564,H0564,L,301.62161654631956,310.48387665118804,1421.0661494280325,31.73888008285458,75,0,0,0,0,0,0
565,H0565,H,301.5869774411044,308.89770785016356,1499.2955014519446,33.12985900300502,50,0,0,0,0,0,0
566,M0566,L,296.5029360535236,310.681359510443,1478.4390421431979,26.494440356570166,274,0,0,0,0,0,0
567,L0567,H,302.6086804857563,310.40860730770174,1462.8142117721334,39.24128549314977,148,0,0,0,0,0,0
568,L0568,L,296.67501602392866,309.6921915288611,1427.1538378319658,23.15332422773613,218,1,0,0,0,0,0
569,H0569,H,302.0650924086833,309.16141420155276,1531.9524670782955,41.90916524143711,121,0,0,0,0,0,0
570,L0570,M,302.25341027365516,309.11331907771654,1665.3617268492285,39.63669391957658,210,0,0,0,0,0,0
571,H0571,M,297.8180671395696,310.5348173363459,1513.9887232839128,41.46935298386688,279,1,1,0,1,0,0
572,L0572,H,299.1783714240908,311.22898050248904,1599.611821491113,34.77868429980008,25,0,0,0,0,0,0
573,H0573,M,297.7885906630281,309.3626922529712,1360.9778074846538,70.76860370180503,172,0,0,0,0,0,0
574,L0574,M,299.57015793942253,310.45838670355147,1515.776143929377,53.601159001803126,155,0,0,0,0,0,0
575,M0575,L,299.3839314316285,307.91297298139796,1390.2631681028934,27.55457499915277,237,0,0,0,0,0,0
576,L0576,L,301.55932106453866,309.4153822693428,1352.3075072468098,42.32868087426898,81,0,0,0,0,0,0
577,L0577,H,302.6206174922392,309.9689410671291,1426.0628592540963,33.91993857062676,272,0,0,0,0,0,0
578,M0578,M,302.7913676215799,309.0903165830182,1619.1899334413572,29.85520273292586,67,0,0,0,0,0,0
579,L0579,M,298.8756639468434,309.0634936252104,1595.0015828669646,26.599279288760652,43,0,0,0,0,0,0
580,M0580,L,299.58155625251095,309.3322204435311,1524.30047220544,44.32216690759254,60,0,0,0,0,0,0
581,L0581,L,296.6331236155581,310.29219272832637,1346.7299440110069,33.18619764930426,122,0,0,0,0,0,0
582,H0582,L,298.3882598670076,309.8126709815936,1480.3719348612062,49.678260240252044,195,0,0,0,0,0,0
583,H0583,M,301.9297032661949,307.761768766675,1530.1700008901735,49.93782214530439,110,0,0,0,0,0,0
584,L0584,L,303.2311656470965,307.87929984736496,1517.5536229578597,53.739143852114495,257,0,0,0,0,0,0
585,L0585,L,297.53130225624017,309.3931348221428,1315.6206416519253,31.476132339258964,88,0,0,0,0,0,0
586,L0586,L,298.8150714816942,310.45768658605357,1410.9682151980128,44.753656106920104,197,0,0,0,0,0,0
587,H0587,L,299.94718848608215,307.2524951572748,1493.5922235851283,46.32454216642301,281,1,0,1,0,0,0
588,L0588,M,300.5603223176392,309.5002698238484,1553.629090951719,35.258218248960354,199,0,0,0,0,0,0
589,H0589,L,298.3807929601567,309.47375214348256,1280.3872178900053,32.28228042607125,98,0,0,0,0,0,0
590,M0590,M,300.84812208892816,311.38833777820844,1483.7876024520142,56.09520665775973,26,1,0,1,0,0,1
591,H0591,L,299.0523213058582,309.6149781882871,1514.3048769878953,42.27495875732054,88,0,0,0,0,0,0
592,H0592,L,299.97109545824344,310.3829889847409,1584.9611988516212,46.35967750711738,145,0,0,0,0,0,0
593,M0593,L,301.0925684960074,310.1412571400875,1569.2857584237436,31.779239881720727,181,0,0,0,0,0,0
594,H0594,L,300.0128445396219,307.8694335201928,1558.2571318808805,27.807155334778063,256,1,1,0,0,0,1
595,L0595,L,299.12722821894687,310.76820721663177,1420.0059493298065,34.30550225507889,188,0,0,0,0,0,0
596,L0596,L,299.78078039214836,310.2153965054563,1309.1997862876692,38.75978612610003,239,0,0,0,0,0,0
597,H0597,M,299.8232740815893,310.5082686396746,1460.69472429386,29.357799931826513,195,0,0,0,0,0,0
598,L0598,L,299.25997794023573,313.9262377064363,1600.163182520856,39.90155191349617,296,0,0,0,0,0,0
599,H0599,M,299.4824078746658,307.9158870605014,1639.3454527524432,23.114948119315,164,0,0,0,0,0,0
600,L0600,H,303.1972943410094,311.7246966497611,1571.0549102297784,28.799525775301277,270,1,1,0,0,0,0
601,L0601,M,301.1218388958825,309.71255248059964,1542.9340822801735,46.70911248276875,7,0,0,0,0,0,0
602,H0602,L,299.4090393639417,310.287328904403,1537.9639648385964,46.037905202778944,37,0,0,0,0,0,0
603,L0603,L,301.39390880902147,309.95448775469873,1444.388125323922,36.08123234613134,113,0,0,0,0,0,0
604,H0604,L,299.332361020488,309.575763666602,1486.993970644638,29.82235690923047,55,0,0,0,0,0,0
605,L0605,L,302.3462492751733,309.4301670717612,1666.906952582633,29.72596448473989,137,0,0,0,0,0,0
606,L0606,H,300.73928438439617,310.32950873557303,1405.7441994208123,36.26731754058686,101,0,0,0,0,0,0
607,M0607,L,299.78539571199155,308.4828263033283,1661.4778790709852,46.44518491645292,176,0,0,0,0,0,0
608,M0608,L,300.89543385162057,310.7505791675218,1467.797184550794,49.28245691344325,168,0,0,0,0,0,0
609,H0609,M,296.858247695863,309.58380559511477,1632.543210909508,35.03468264518031,285,0,0,0,0,0,0
610,M0610,M,297.7464650621804,308.86993066095965,1359.3184990502461,28.465075740152162,260,1,0,0,0,0,0
611,H0611,M,297.6121499872019,309.54998714200417,1558.5904201164649,42.678436378663335,222,1,1,1,0,0,0
612,M0612,L,300.2858861895274,311.25714921686256,1426.3229864052378,31.764650293741504,198,0,0,0,0,0,0
613,L0613,L,303.4650299989702,309.4646649129838,1358.4732808075812,34.817473611387975,210,1,0,0,0,0,1
614,H0614,M,304.4626002923853,310.35845361820964,1521.8534042410945,53.252760904370376,286,1,0,1,0,0,0
615,H0615,L,301.27610220288153,309.26904372428453,1600.947178859597,48.27115428565768,179,0,0,0,0,0,0
616,L0616,L,301.0016889498889,310.7579218499236,1415.5058561406504,41.579743122514515,249,0,0,0,0,0,0
617,H0617,L,296.3978845316945,310.6855077387902,1350.09840395416,27.28080998887277,230,1,0,0,0,0,0
618,H0618,L,298.91465240053196,311.8486088332964,1490.8155235665045,42.11396567470659,22,0,0,0,0,0,0
619,M0619,L,298.4244324961835,309.8244360545008,1491.256467122282,50.626572907875264,47,0,0,0,0,0,0
620,H0620,L,298.75830480349777,310.6686548047579,1554.83196275545,36.24366334234465,108,0,0,0,0,0,0
621,L0621,M,299.66371236283044,310.09806753953893,1594.959457136449,53.51114089986715,295,0,0,0,0,0,0
622,M0622,M,299.05581884460577,311.295871781863,1494.0584818727507,52.92745289518207,5,0,0,0,0,0,0
623,M0623,H,296.04140037924844,309.28116761239124,1685.5503314794264,56.63732832143474,37,0,0,0,0,0,0
624,L0624,L,301.49582051223507,310.74500531287725,1522.4234744535293,43.05243126531353,168,0,0,0,0,0,0
625,L0625,L,297.8545139485204,309.80530270388334,1465.3573493993101,45.873916998060125,282,0,0,0,0,0,0
626,M0626,L,300.4784937282223,309.9358118228915,1338.8432640897172,54.141872883310896,202,1,0,0,0,0,0
627,H0627,M,304.14816533949994,310.09175248444836,1473.7340479683833,44.473939370689756,272,0,0,0,0,0,0
628,M0628,M,298.1612308168271,310.25224039642666,1466.3613054588864,34.98765892209787,243,0,0,0,0,0,0
629,L0629,L,294.93942495450733,309.88377095687804,1596.030479628147,35.514571634721385,46,0,0,0,0,0,0
630,M0630,H,299.42799155623976,310.21471318317055,1546.2483624066854,42.38554953773739,248,0,0,0,0,0,0
631,L0631,L,302.2019192699971,311.57811805756216,1382.0630878367383,27.094385780537813,78,0,0,0,0,0,0
632,M0632,M,303.9166949084412,310.9854496856152,1517.2254386411037,38.56741084635807,109,0,0,0,0,0,0
633,H0633,M,297.5409008110952,310.8691545924969,1567.1531171729052,50.96547118230254,12,0,0,0,0,0,0
634,M0634,H,300.99339844647307,309.54446047397613,1652.8031359387833,18.087461488347188,89,0,0,0,0,0,0
635,M0635,M,299.0693790864399,309.1107591717717,1588.750396741406,55.34482101794515,279,0,0,0,0,0,0
636,L0636,H,299.78810329139174,310.95530055823775,1576.0846654311479,51.2237421870316,220,0,0,0,0,0,0
637,L0637,L,305.2886866940341,310.8760467925298,1506.0085994615163,35.40235384169524,72,0,0,0,0,0,0
638,L0638,H,296.9940593432097,311.472670675751,1538.831200542345,45.43390827871809,233,1,0,1,1,0,0
639,M0639,L,300.5074793229891,309.39601937403074,1624.9504900706158,40.03147726906327,259,0,0,0,0,0,0
640,H0640,H,300.93538634353087,309.77045134463964,1366.722260252035,52.299903684386834,112,0,0,0,0,0,0
641,L0641,M,302.17157264987867,308.36051583747457,1465.0560672783045,49.82683142769941,45,0,0,0,0,0,0
642,L0642,H,300.1959663069418,309.6075288939391,1422.7431251243759,25.99929276816991,273,0,0,0,0,0,0
643,M0643,L,300.6161010790082,310.99657051057943,1537.9153118726124,45.87262413464177,42,1,0,0,0,0,0
644,L0644,M,299.21670286515644,309.5335046207718,1623.0222175650788,37.94372146356752,207,1,0,0,0,0,0
645,H0645,M,300.5382538824902,310.6404797952008,1440.3025713278926,40.828325705181,102,1,1,0,0,0,0
646,H0646,M,299.31361544900517,309.80949689400217,1260.969563253056,32.71828099030184,123,0,0,0,0,0,0
647,L0647,L,301.2431437797121,310.32405702822155,1458.777925497553,57.481370691208355,9,0,0,0,0,0,0
648,L0648,L,299.26077932791276,308.8523086101843,1591.3473732017405,50.40061819902576,186,0,0,0,0,0,0
649,M0649,L,300.7542007878044,310.0852094496339,1553.762990294988,32.60228836027033,30,0,0,0,0,0,0
650,H0650,L,299.94147437263007,307.0088640290993,1542.8186247810577,26.653893930897674,155,0,0,0,0,0,0
651,H0651,H,302.25210050154436,309.81310384183803,1472.0006698125521,36.14327369022152,59,0,0,0,0,0,0
652,L0652,L,299.897212552823,308.36952675628487,1372.0969263780214,44.34502646091306,248,0,0,0,0,0,0
653,M0653,H,296.45393506358624,311.2059945165468,1551.5294321624467,42.40205843946223,269,0,0,0,0,0,0
654,H0654,L,302.52384300142796,310.7774073527645,1416.5718189965376,52.53132824768244,216,0,0,0,0,0,0
655,H0655,L,298.1885353982748,310.4666709819661,1718.4096733380456,47.89919722180852,1,0,0,0,0,0,0
656,M0656,M,298.6924673227024,311.5210062271594,1557.0507208354516,49.695690257529066,23,0,0,0,0,0,0
657,M0657,M,298.80867741191304,309.0510834791752,1441.935169744605,43.268554006104374,205,1,1,0,0,0,0
658,H0658,L,302.74887618634165,311.74736319791555,1438.8614752611372,26.1070126978901,198,0,0,0,0,0,0
659,H0659,M,295.7286515720426,310.9321915642604,1490.7055793386412,38.04301468853099,113,0,0,0,0,0,0
660,M0660,M,306.27549706732,309.76344471278105,1476.049807797825,50.600897399086655,279,1,0,0,0,1,0
661,H0661,L,302.1121136181321,311.1356201471829,1611.6833775529954,39.48477071475354,154,0,0,0,0,0,0
662,L0662,H,300.4464778282583,308.89370648758836,1518.6416169744045,45.030903686237465,164,0,0,0,0,0,0
663,L0663,H,299.8902119987674,309.17548583847235,1426.8368261091473,36.81251684753867,221,0,0,0,0,0,0
664,M0664,M,300.5711081497153,309.3914102767603,1689.0440685155781,29.70188151458155,90,0,0,0,0,0,0
665,M0665,L,301.04224485675866,309.471022291936,1504.9308331520222,38.766559359538896,166,0,0,0,0,0,0
666,M0666,M,301.29043117190014,308.94344235723975,1576.8839675968898,43.09047443032654,206,0,0,0,0,0,0
667,L0667,L,301.1112089320069,311.22308306709533,1439.1773492555242,33.44312280538556,281,0,0,0,0,0,0
668,H0668,L,300.1791613625105,309.74114559963016,1536.3115627744523,37.64288755143332,64,0,0,0,0,0,0
669,L0669,L,299.60532315938536,310.35250496835687,1531.1109991143196,30.605367580140175,3,0,0,0,0,0,0
670,H0670,L,299.69745343269295,309.42964863358634,1311.0350707903847,51.19244917564096,156,0,0,0,0,0,0
671,L0671,H,299.61018343929464,308.1793966994515,1701.527511046064,37.05544242411966,248,1,0,0,1,0,0
672,H0672,M,302.26754019373413,310.2700573583914,1629.0644460922547,54.52755545126183,256,1,0,1,1,0,0
673,L0673,M,301.1871134445617,308.0877450245802,1460.2804683854013,55.287478505409084,234,1,1,1,0,1,0
674,M0674,L,294.1192227306714,309.9313659539145,1389.7730259544144,39.189540352782565,73,0,0,0,0,0,0
675,L0675,L,301.3118015530595,308.6316849611672,1534.7561613803553,29.915512674526504,186,0,0,0,0,0,0
676,H0676,L,300.38947238943757,311.9872759992308,1508.6697699414397,19.141021222666627,61,0,0,0,0,0,0
677,L0677,H,299.9625824871082,310.9113627221747,1535.566894856323,25.279629269732084,163,1,0,1,0,0,0
678,L0678,L,299.2229630938222,310.10575379127147,1519.1577396194089,26.2616517510134,55,0,0,0,0,0,0
679,L0679,H,302.24822543997203,311.2637066776547,1550.6240989305927,53.784696274615044,110,0,0,0,0,0,0
680,M0680,M,301.8950529242457,309.15368402253426,1644.7305699391807,41.15824587226946,217,0,0,0,0,0,0
681,L0681,L,298.45424466435276,310.5434793786701,1556.8103205128646,43.896045240919875,239,0,0,0,0,0,0
682,M0682,M,300.8141045742491,310.1998104337187,1395.0344501090058,17.79578991064874,20,0,0,0,0,0,0
683,M0683,L,298.05668653091743,310.2640200813337,1636.2562852712451,28.020335707827385,140,0,0,0,0,0,0
684,L0684,H,297.24076367042215,311.27235350010676,1664.0614563488286,48.87079776446287,264,0,0,0,0,0,0
685,L0685,H,298.7465655508201,310.7324921027798,1815.2056734512084,42.867741123825866,138,0,0,0,0,0,0
686,L0686,L,301.7247869447655,310.288723662825,1387.65059667604,38.527947213144024,69,0,0,0,0,0,0
687,H0687,L,301.90625009075217,308.3451125637717,1524.2882013150274,45.64842358600123,117,0,0,0,0,0,0
688,L0688,M,301.0261708401946,309.0399537047205,1291.7901296811012,56.35797806135815,197,0,0,0,0,0,0
689,M0689,H,301.450191573696,309.87729106640427,1555.3149156379209,37.78957536462949,204,1,1,0,1,0,0
690,L0690,L,301.03235657422994,310.09337237427667,1445.1799701833227,40.69369802658069,213,0,0,0,0,0,0
691,H0691,M,298.7170368095541,308.86979627532605,1692.3445794824954,41.92596918731305,55,0,0,0,0,0,0
692,L0692,M,300.8638450893479,312.4116766755784,1422.538502998142,63.92109635273992,286,1,1,0,0,0,0
693,H0693,M,301.60081905045536,311.51639405525356,1331.0816962032739,19.006437355809744,292,0,0,0,0,0,0
694,H0694,L,301.50858265962717,310.6021183203925,1452.873625929748,46.83223014788808,174,0,0,0,0,0,0
695,L0695,M,302.3778267429493,310.0720368612837,1302.4512228782862,38.85197751240936,127,0,0,0,0,0,0
696,M0696,H,301.4166076944021,309.78779103009884,1575.109945450731,45.667717261841794,291,0,0,0,0,0,0
697,H0697,L,300.70289641508316,309.0480815399778,1293.491695374368,33.42627446005275,287,0,0,0,0,0,0
698,L0698,L,302.14030047663283,310.0774805185189,1502.8457581183159,39.5103496914155,225,0,0,0,0,0,0
699,L0699,H,299.9469574815019,310.25775254014275,1292.2188180143803,47.114105794654954,63,0,0,0,0,0,0
700,M0700,L,298.23625069754456,308.75823942451837,1467.9702195463358,71.1291020104384,47,0,0,0,0,0,0
701,H0701,H,299.67386607211245,310.3341764172449,1664.3378155804535,48.08036189402071,201,0,0,0,0,0,0
702,H0702,L,298.5101947103871,309.84474095117525,1536.0647891435794,31.519344019694913,59,0,0,0,0,0,0
703,L0703,L,298.64964345005126,308.0921924421226,1413.6506395035067,35.76240317977297,256,0,0,0,0,0,0
704,L0704,H,299.710962658569,309.1396149892205,1496.8796511060916,35.46585891616146,64,0,0,0,0,0,0
705,M0705,L,298.4151601580001,309.5863944665784,1501.8016872044448,22.04356827369985,238,0,0,0,0,0,0
706,M0706,M,299.3840769407219,311.88768765734017,1547.2630345843406,36.69909808298563,288,0,0,0,0,0,0
707,H0707,L,296.2127706660924,310.55655312453376,1363.3141636719174,47.328290818217454,37,1,0,0,0,0,1
708,H0708,M,300.4265874147459,308.6645184309001,1559.256727384733,27.257678809232047,24,0,0,0,0,0,0
709,L0709,L,300.0024109507244,310.48603628941765,1229.5608368397225,50.484826510505926,58,0,0,0,0,0,0
710,H0710,L,298.3658227378636,308.4526960110616,1437.011544763619,44.87774821084338,296,0,0,0,0,0,0
711,M0711,H,301.31849133686484,311.08269105388706,1451.1726157548455,32.657666780289624,157,0,0,0,0,0,0
712,M0712,L,301.8751402752531,309.5288753481821,1563.3326826071238,38.584703626621526,56,0,0,0,0,0,0
713,L0713,M,296.78488027126207,309.9063638112608,1502.2630852676868,55.98321807641033,47,0,0,0,0,0,0
714,M0714,L,298.47455044286755,311.3257966475422,1359.4436946143715,47.33547813505866,55,0,0,0,0,0,0
715,M0715,M,298.4617153004254,308.7128364314157,1401.5006874182984,40.08783654898148,64,0,0,0,0,0,0
716,M0716,L,298.1201937977823,308.602881814887,1519.8680009547406,37.623166830390154,267,0,0,0,0,0,0
717,M0717,H,301.6589496838635,309.416400673654,1492.0932658135443,40.76609070451659,68,1,1,0,0,0,0
718,L0718,L,299.6123477224544,311.03837885101933,1442.0875890364255,34.88236442057696,215,0,0,0,0,0,0
719,L0719,L,299.4709703173788,308.48065392452315,1451.916621048802,18.952504942809853,88,0,0,0,0,0,0
720,H0720,L,295.9922752711865,307.16784440188945,1569.616799715929,60.42177910534731,280,0,0,0,0,0,0
721,M0721,L,301.27083606041845,309.548841141591,1448.2307427130786,41.553249991994015,256,1,0,0,0,0,0
722,H0722,M,297.52148321029307,310.55174079991093,1491.1908755970926,43.981472651225374,159,0,0,0,0,0,0
723,L0723,L,300.11986526053266,311.20026174973884,1716.9936588080543,39.42092250123091,233,0,0,0,0,0,0
724,L0724,H,300.5547538759164,309.5368386379146,1357.6317363116077,32.64883199275412,130,0,0,0,0,0,0
725,L0725,L,302.7213171916773,309.588573392884,1314.815726842534,38.140755190512294,48,0,0,0,0,0,0
726,L0726,L,297.3823592017618,311.1539007342557,1578.3589664798606,24.006052378056886,146,0,0,0,0,0,0
727,L0727,M,293.96097568835836,308.1302583003046,1432.1356938705896,62.77086498053305,1,0,0,0,0,0,0
728,L0728,M,300.36769908950737,309.611479224817,1468.176247225738,27.65488001577604,144,1,1,0,0,0,0
729,L0729,L,303.6010223630217,310.19042388992506,1421.8843621868887,29.680337161528207,60,0,0,0,0,0,0
730,M0730,L,302.4778927058789,310.44921872128504,1474.0199859232487,35.597407956135996,272,1,0,0,0,1,0
731,H0731,L,300.41931883054923,309.4901933068091,1659.8538112096342,52.88075724852378,48,0,0,0,0,0,0
732,L0732,M,299.0167276287359,310.03444101170584,1580.212845861812,40.14508999262654,130,0,0,0,0,0,0
733,M0733,M,301.6142451932746,307.511672646587,1586.2223511886978,27.638642039695377,42,0,0,0,0,0,0
734,M0734,L,298.0529076005911,309.3417515876661,1358.3772944207353,52.543383607573396,56,0,0,0,0,0,0
735,H0735,H,300.9527155387124,310.4535087125545,1384.884626344713,47.31000626785482,49,0,0,0,0,0,0
736,L0736,H,301.01094031833327,309.01770596574534,1216.0921340514574,45.384349572164524,177,0,0,0,0,0,0
737,H0737,M,302.1204198149978,310.0589842215896,1419.0619178917245,47.157342411708406,292,1,0,0,0,0,0
738,L0738,H,305.51932007782216,310.4468725008027,1595.6703186385657,63.94361900582451,45,0,0,0,0,0,0
739,M0739,L,300.78483193435756,309.6574507991422,1551.694651574837,61.85094895036112,169,0,0,0,0,0,0
740,M0740,L,298.982072748585,310.17046377099655,1477.8486737047876,33.13284656996704,270,0,0,0,0,0,0
741,M0741,L,299.948851375616,309.0372674347154,1497.7699716281948,56.23884992811152,138,0,0,0,0,0,0
742,M0742,L,296.46184819022176,309.79338872030394,1431.1114457424594,43.831681897589,246,0,0,0,0,0,0
743,H0743,M,298.6105737378219,310.61021616958925,1520.4758882401784,44.99095816137749,147,0,0,0,0,0,0
744,L0744,H,299.1814351237738,310.15697296096846,1576.5878279480614,23.077291683566713,229,1,1,0,0,0,0
745,L0745,L,298.9518232041308,309.4134687304361,1338.4113212589527,38.29614234611804,279,1,1,1,0,0,0
746,H0746,L,300.30470974406745,310.2242164042908,1529.9647687837348,31.87176409663435,124,0,0,0,0,0,0
747,L0747,L,298.3551601352356,310.71460979063664,1593.2434870954667,48.28058814893309,191,0,0,0,0,0,0
748,M0748,H,302.24206133464895,307.9500587214225,1458.489971103663,50.710805004028046,79,0,0,0,0,0,0
749,L0749,L,300.0004141298364,311.1590740649559,1570.0700612120584,19.255136489836886,93,0,0,0,0,0,0
750,M0750,M,299.98139935772275,309.6637452613189,1781.4654444472553,39.7796513599573,225,0,0,0,0,0,0
751,H0751,L,299.34421056697414,310.4254899332402,1489.5657207013107,51.21861504794252,64,0,0,0,0,0,0
752,L0752,L,300.310381367718,311.19724692364525,1539.3307050005324,38.13321037686555,87,1,0,0,0,0,0
753,H0753,H,301.6501965293353,308.62832630276955,1426.1942916338608,47.29063645002364,87,0,0,0,0,0,0
754,L0754,H,298.2657395685782,309.2905589975725,1518.125116260205,43.511654676270844,200,0,0,0,0,0,0
755,M0755,L,298.68376702184946,309.7114513041243,1546.0271624982304,43.41660231952626,213,0,0,0,0,0,0
756,H0756,H,299.3925479424467,309.2162464788756,1519.4842340270138,37.286850219317024,203,0,0,0,0,0,0
757,L0757,M,297.30825815305354,311.7349365758368,1398.0304680291142,27.834191958642904,88,0,0,0,0,0,0
758,M0758,H,298.361484280557,309.1432279061732,1520.636177132545,28.784698525749725,60,0,0,0,0,0,0
759,H0759,L,299.0475582529107,309.44445322051314,1646.2195938717637,47.09352514455317,270,0,0,0,0,0,0
760,H0760,M,301.7487783614255,310.204389031603,1544.8635764514527,40.19458255518883,93,0,0,0,0,0,0
